Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1805615,,Yes,1805615,128E,"Batman Street between Adderley Street and Spencer Street, approximately 25m NE of Lumina Suites, 105 Batman Street, WEST MELBOURNE VIC 3003",-37.8112847,144.9499954,"-37.8112847, 144.9499954"
MPM1805623,,Yes,1805623,378C,"Jeffcott Street between Adderley Street and Spencer Street, approximately 50m SE of Judy Lazarus Transition Centre, 44-58 Adderley Street, WEST MELBOURNE VIC 3003",-37.8125488,144.9496717,"-37.8125488, 144.9496717"
MPM1805625,,Yes,1805625,117D,"Rosslyn Street between Railway Place and Adderley Street, approximately 27m SE of Big Door Studios, 280-286 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8109249,144.9462634,"-37.8109249, 144.9462634"
MPM1805629,,Yes,1805629,335C,"Stanley Street between King Street and Spencer Street, approximately 20m NE of 17 Stanley Street, WEST MELBOURNE VIC 3003",-37.8075237,144.9504769,"-37.8075237, 144.9504769"
MPM1805631,,Yes,1805631,336C,"Stanley Street between Adderley Street and Spencer Street, approximately 5m South of Eighty8 Customs, 130-136 Stanley Street, WEST MELBOURNE VIC 3003",-37.8087565,144.9480004,"-37.8087565, 144.9480004"
MPM1805633,,Yes,1805633,336A,"Stanley Street between Adderley Street and Spencer Street, approximately 4m East of Design Consortia Australia, 172 Stanley Street, WEST MELBOURNE VIC 3003",-37.8092403,144.9472005,"-37.8092403, 144.9472005"
MPM1805634,,Yes,1805634,336F,"Stanley Street between Adderley Street and Spencer Street, approximately 3m North of 95 Stanley Street, WEST MELBOURNE VIC 3003",-37.8088112,144.948364,"-37.8088112, 144.948364"
MPM1805635,,Yes,1805635,339C,"Rosslyn Street between King Street and Spencer Street, approximately 10m NE of Kuru, 125 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8088579,144.9505118,"-37.8088579, 144.9505118"
MPM1805636,,Yes,1805636,336D,"Stanley Street between Adderley Street and Spencer Street, approximately 6m West of 137 Stanley Street, WEST MELBOURNE VIC 3003",-37.8094436,144.9473256,"-37.8094436, 144.9473256"
MPM1805637,,Yes,1805637,337D,"Rosslyn Street between Adderley Street and Spencer Street, approximately 11m West of Nate's Place, 173 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.809648,144.9488929,"-37.809648, 144.9488929"
MPM1805639,,Yes,1805639,337C,"Rosslyn Street between Adderley Street and Spencer Street, approximately 7m SW of Australian Piano Warehouse, 194-208 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8097474,144.9481584,"-37.8097474, 144.9481584"
MPM1805641,,Yes,1805641,144A,"Railway Place between Abbotsford Street and Adderley Street, approximately 33m South of 279-281 Adderley Street, WEST MELBOURNE VIC 3003",-37.8079865,144.9430777,"-37.8079865, 144.9430777"
MPM1805645,,Yes,1805645,144F,"Railway Place between Rosslyn Street and Stanley Street, approximately 13m SW of 221 Stanley Street, WEST MELBOURNE VIC 3003",-37.810766,144.9452781,"-37.810766, 144.9452781"
MPM1805647,,Yes,1805647,343D,"Rosslyn Street between Howard Street and King Street, approximately 14m East of Myth Cafe, 48 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8074911,144.9527904,"-37.8074911, 144.9527904"
MPM1805650,,Yes,1805650,219C,"William Street between Capel Street and Rosslyn Street, approximately 7m NW of 432-434 William Street, WEST MELBOURNE VIC 3003",-37.8072529,144.9544981,"-37.8072529, 144.9544981"
MPM1805655,,Yes,1805655,214A,"Victoria Street between Errol Street and Curzon Street, approximately 3m South of AB’s Street Bites, 528 Victoria Street, NORTH MELBOURNE VIC 3051",-37.8049453,144.9485732,"-37.8049453, 144.9485732"
MPM1805656,,Yes,1805656,303C,"Faraday Street between Cardigan Street and Swanston Street, approximately 4m SE of 260 Faraday Street, CARLTON VIC 3053",-37.7983548,144.9653117,"-37.7983548, 144.9653117"
MPM1805657,,Yes,1805657,303D,"Faraday Street between Cardigan Street and Swanston Street, approximately 8m NW of Kathleen Syme Library And Community Centre, 251 Faraday Street, CARLTON VIC 3053",-37.7985818,144.9654061,"-37.7985818, 144.9654061"
MPM1805658,,Yes,1805658,159A,"The Avenue between MacArthur Road and Gatehouse Street, approximately 47m West of Mar Thoma Syrian Church Australia Inc, Mar Thoma Syrian Church Australia, 149 Royal Parade, PARKVILLE VIC 3052",-37.791499,144.9577344,"-37.791499, 144.9577344"
MPM1805660,,Yes,1805660,174A,"MacArthur Place South between Canning Street and Rathdowne Street, approximately 19m North of 61-63 MacArthur Place South, CARLTON VIC 3053",-37.7983892,144.9708199,"-37.7983892, 144.9708199"
MPM1805663,,Yes,1805663,206C,"Intersection of Leonard Street and The Avenue, approximately 29m NW of Sorella, 28-32 The Avenue, PARKVILLE VIC 3052",-37.7876655,144.9569832,"-37.7876655, 144.9569832"
MPM1805664,,Yes,1805664,206D,"The Avenue between Leonard Street and Walker Street, approximately 21m SW of Whitley College, 44-52 The Avenue, PARKVILLE VIC 3052",-37.7870675,144.9569304,"-37.7870675, 144.9569304"
MPM1805671,,Yes,1805671,325D,"Walker Street between Royal Parade and The Avenue, approximately 48m SE of 30 Walker Street, PARKVILLE VIC 3052",-37.784761,144.9584374,"-37.784761, 144.9584374"
MPM1805673,,Yes,1805673,375B,"Flemington Road between Murphy Street and Harker Street, approximately 36m SE of William Buckland House, 2-4 Gatehouse Street, PARKVILLE VIC 3052",-37.796722,144.9517272,"-37.796722, 144.9517272"
MPM1805675,,Yes,1805675,168A,"Berkeley Street between Pelham Street and Grattan Street, approximately 3m West of Building 206, 214 Berkeley Street, CARLTON VIC 3053",-37.8004602,144.9588104,"-37.8004602, 144.9588104"
MPM1805676,,Yes,1805676,168C,"Berkeley Street between Pelham Street and Grattan Street, approximately 9m North of Faculty Of Business & Economics, 156-180 Berkeley Street, CARLTON VIC 3053",-37.8014368,144.9586368,"-37.8014368, 144.9586368"
MPM1805677,,Yes,1805677,168E,"Berkeley Street between Pelham Street and Grattan Street, approximately 4m NE of Melbourne University Mountaineering Club, 167-171 Berkeley Street, MELBOURNE VIC 3000",-37.8014185,144.9584558,"-37.8014185, 144.9584558"
MPM1805681,,Yes,1805681,221A,"Cobden Street between Princess Street and Queensberry Street, approximately 18m West of Bild Architecture, Part 36 Cobden Street, NORTH MELBOURNE VIC 3051",-37.8047987,144.9572375,"-37.8047987, 144.9572375"
MPM1805688,,Yes,1805688,306D,"Leicester Street between Queensberry Street and Pelham Street, approximately 20m South of 115 Leicester Street, CARLTON VIC 3053",-37.8033892,144.9603105,"-37.8033892, 144.9603105"
MPM1805692,,Yes,1805692,321D,"Pelham Street between Bouverie Street and Leicester Street, approximately 8m East of Law And Advocacy Centre For Women, Part Ground 147-155 Pelham Street, CARLTON VIC 3053",-37.8023841,144.9616112,"-37.8023841, 144.9616112"
MPM1805693,,Yes,1805693,308B,"Leicester Street between Victoria Street and Berkeley Street, approximately 12m East of 518 Elizabeth Street, MELBOURNE VIC 3000",-37.8059668,144.9598627,"-37.8059668, 144.9598627"
MPM1805694,,Yes,1805694,322B,"Pelham Street between Berkeley Street and Barry Street, approximately 31m North of 140 Berkeley Street, CARLTON VIC 3053",-37.8020693,144.9587548,"-37.8020693, 144.9587548"
MPM1805699,,Yes,1805699,355C,"Lincoln Square North between Swanston Street and Bouverie Street, approximately 11m East of 20 Lincoln Square North, CARLTON VIC 3053",-37.8015912,144.9630921,"-37.8015912, 144.9630921"
MPM1805707,,Yes,1805707,178C,"Bouverie Street between Lincoln Square North and Grattan Street, approximately 4m SE of The University of Melbourne, Ground 247-249 Bouverie Street, CARLTON VIC 3053",-37.8007486,144.9622728,"-37.8007486, 144.9622728"
MPM1805709,,Yes,1805709,223C,"Lygon Street between Victoria Street and Queensberry Street, approximately 7m South of RMIT City Campus Children's Centre, RMIT, 17-25 Lygon Street, CARLTON VIC 3053",-37.8064429,144.9658104,"-37.8064429, 144.9658104"
MPM1805714,,Yes,1805714,320A,"Lincoln Square South between Swanston Street and Bouverie Street, approximately 10m East of Hareruya Pantry, Ground 15-17 Lincoln Square South, CARLTON VIC 3053",-37.8032734,144.9630005,"-37.8032734, 144.9630005"
MPM1805718,Yes,Yes,1805718,960B,"Aquitania Way between Docklands Drive and Caravel Lane, approximately 16m NW of 11 Aquitania Way, DOCKLANDS VIC 3008",-37.8136785,144.9418861,"-37.8136785, 144.9418861"
MPM1805720,Yes,Yes,1805720,630B,"Little Collins Street between Elizabeth Street and Queen Street, approximately 11m South of Tomo's Little Collins, Part Ground 382 Little Collins Street, MELBOURNE VIC 3000",-37.8157584,144.9619944,"-37.8157584, 144.9619944"
MPM1805722,Yes,Yes,1805722,699D,"Siddeley Street between Spencer Street and Wurundjeri Way, approximately 30m West of Walkway adjacent, 40 Siddeley Street, DOCKLANDS VIC 3008",-37.8225653,144.9525711,"-37.8225653, 144.9525711"
MPM1805723,Yes,Yes,1805723,603B,"Flinders Street between Swanston Street and Elizabeth Street, approximately 27m SE of Home @ Real Estate Pty Ltd, Unit 1, Ground 268 Flinders Street, MELBOURNE VIC 3000",-37.8180848,144.9656967,"-37.8180848, 144.9656967"
MPM1805724,Yes,Yes,1805724,968A,"Waterfront Way between Footscray Road and Docklands Drive, approximately 7m North of 89 Waterfront Way, DOCKLANDS VIC 3008",-37.8123661,144.9385673,"-37.8123661, 144.9385673"
MPM1805727,,Yes,1805727,813C,"Commercial Road between St Kilda Road and Punt Road, approximately 29m East of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, SOUTH YARRA VIC 3141",-37.8450439,144.980965,"-37.8450439, 144.980965"
MPM1805728,,Yes,1805728,813D,"Commercial Road between St Kilda Road and Punt Road, approximately 4m North of Spudbar Chevron, 11 Commercial Road, MELBOURNE VIC 3004",-37.8450998,144.9797583,"-37.8450998, 144.9797583"
MPM1805729,,Yes,1805729,813F,"Commercial Road between St Kilda Road and Punt Road, approximately 27m South of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, SOUTH YARRA VIC 3141",-37.8452136,144.9806395,"-37.8452136, 144.9806395"
MPM1805734,,Yes,1805734,812C,"Moubray Street between St Kilda Road and Punt Road, approximately 79m East of Royal Freemasons Ltd, Part 45 Moubray Street, MELBOURNE VIC 3004",-37.8481439,144.9838047,"-37.8481439, 144.9838047"
MPM1805735,,Yes,1805735,812D,"Moubray Street between St Kilda Road and Punt Road, approximately 39m West of Royal Freemasons Ltd, Part 45 Moubray Street, MELBOURNE VIC 3004",-37.8481132,144.982494,"-37.8481132, 144.982494"
MPM1805736,,Yes,1805736,812E,Moubray Street between St Kilda Road and Punt Road,-37.8483182,144.984105,"-37.8483182, 144.984105"
MPM1805737,,Yes,1805737,816B,"Fawkner Park, approximately 42m SE of Simonds Hall, 120W-126W Toorak Road, SOUTH YARRA VIC 3141",-37.8380043,144.9831196,"-37.8380043, 144.9831196"
MPM1805742,,Yes,1805742,209C,"Bedford Street between Courtney Street and Peel Street, approximately 3m East of Campus Services, 13-21 Bedford Street, NORTH MELBOURNE VIC 3051",-37.8021172,144.9559616,"-37.8021172, 144.9559616"
MPM1805745,,Yes,1805745,823A,"Kings Domain South, approximately 60m South of F Gate Lodge, Royal Botanic Gardens Victoria, 74 Birdwood Avenue, MELBOURNE VIC 3004",-37.831677,144.9772282,"-37.831677, 144.9772282"
MPM1805749,,Yes,1805749,824C,Kings Domain South,-37.830743,144.9757737,"-37.830743, 144.9757737"
MPM1805751,,Yes,1805751,825B,"Shrine of Remembrance Reserve, approximately 69m SE of Shrine of Remembrance Reserve, 1 Anzac Avenue, MELBOURNE VIC 3004",-37.8274879,144.9726326,"-37.8274879, 144.9726326"
MPM1805760,,Yes,1805760,836A,"Alexandra Gardens, approximately 85m East of Melbourne University Boat Club Inc., Melbourne University Boatshed, 1 Boathouse Drive, MELBOURNE VIC 3004",-37.8198663,144.9725694,"-37.8198663, 144.9725694"
MPM1805761,,Yes,1805761,836B,Alexandra Park,-37.8198841,144.9729883,"-37.8198841, 144.9729883"
MPM1805765,,Yes,1805765,769A,"St Kilda Road between Southbank Boulevard and Grant Street, approximately 65m NE of Faculty Of The VCA & Music, Building 862, 204-234 St Kilda Road, SOUTHBANK VIC 3006",-37.8237041,144.9705913,"-37.8237041, 144.9705913"
MPM1805766,,Yes,1805766,800B,"St Kilda Road between Moubray Street and High Street, approximately 25m NW of Wesley College Melbourne, Wesley College, 567-581 St Kilda Road, MELBOURNE VIC 3004",-37.8484573,144.9802943,"-37.8484573, 144.9802943"
MPM1805770,,Yes,1805770,801C,"St Kilda Road between Commercial Road and Moubray Street, approximately 27m SW of Spotless, Part Ground, Levels 1-2, 549 St Kilda Road, MELBOURNE VIC 3004",-37.8468582,144.9795466,"-37.8468582, 144.9795466"
MPM1805773,,Yes,1805773,802C,"St Kilda Road between Armadale Street and Commercial Road, approximately 10m South of Pyne And Partners Pty Ltd, Suite 1, Ground 493 St Kilda Road, MELBOURNE VIC 3004",-37.8430717,144.9783313,"-37.8430717, 144.9783313"
MPM1805778,,Yes,1805778,858A,"Lansdowne Street between Cathedral Place and Albert Street, approximately 23m North of Maintenance Sheds, St Patricks Cathedral, 7 Lansdowne Street, EAST MELBOURNE VIC 3002",-37.8104272,144.9780762,"-37.8104272, 144.9780762"
MPM1805780,,Yes,1805780,867A,"Albert Street between Nicholson Street and Gisborne Street, approximately 7m East of Parliament Reserve, 489-531 Albert Street, EAST MELBOURNE VIC 3002",-37.8094672,144.973857,"-37.8094672, 144.973857"
MPM1805783,,Yes,1805783,857E,"Lansdowne Street between Wellington Parade and St Andrews Place, approximately 7m North of Food Truck - Site No B8 - Adj - Conservatory Bld, Lansdowne Street, EAST MELBOURNE VIC 3002",-37.8139847,144.977761,"-37.8139847, 144.977761"
MPM1805784,,Yes,1805784,857B,"Lansdowne Street between Wellington Parade and St Andrews Place, approximately 55m SE of Commonwealth Of Australia, Commonwealth Offices, 4 Treasury Place, EAST MELBOURNE VIC 3002",-37.8130372,144.9776411,"-37.8130372, 144.9776411"
MPM1805785,,Yes,1805785,857A,"Intersection of Lansdowne Street and St Andrews Place, approximately 64m East of Commonwealth Of Australia, Commonwealth Offices, 4 Treasury Place, EAST MELBOURNE VIC 3002",-37.8128483,144.9779573,"-37.8128483, 144.9779573"
MPM1805786,,Yes,1805786,855C,"Wellington Parade between Clarendon Street and Jolimont Road, approximately 67m NE of Jolimont Reserve, 64-168 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8160758,144.9813004,"-37.8160758, 144.9813004"
MPM1805788,,Yes,1805788,881B,"Powlett Street between Grey Street and Albert Street, approximately 18m South of The East Melbourne Group Inc, 152 Powlett Street, EAST MELBOURNE VIC 3002",-37.81112,144.9862287,"-37.81112, 144.9862287"
MPM1805790,,Yes,1805790,884A,"Simpson Street between Grey Street and Albert Street, approximately 22m North of East Melbourne Tennis Academy, 155 Simpson Street, EAST MELBOURNE VIC 3002",-37.8113436,144.9885685,"-37.8113436, 144.9885685"
MPM1805792,,Yes,1805792,870A,"Albert Street between Clarendon Street and Eades Street, approximately 79m SE of 1-7 Eades Street, EAST MELBOURNE VIC 3002",-37.8103138,144.981567,"-37.8103138, 144.981567"
MPM1805796,,Yes,1805796,821B,"Kings Domain South, approximately 24m North of La Trobe's Cottage, 37 Dallas Brooks Drive, MELBOURNE VIC 3004",-37.8315485,144.9766154,"-37.8315485, 144.9766154"
MPM1805804,,Yes,1805804,479A,Princes Park,-37.7889627,144.9622126,"-37.7889627, 144.9622126"
MPM1805805,,Yes,1805805,474A,Garton Street between Macpherson Street and Bowen Crescent,-37.7831654,144.9637893,"-37.7831654, 144.9637893"
MPM1805808,,Yes,1805808,475B,"Cemetery Road East between College Crescent and Lygon Street, approximately 44m NW of Unit 2, Ground 495 Cardigan Street, CARLTON VIC 3053",-37.793159,144.9662727,"-37.793159, 144.9662727"
MPM1805810,,Yes,1805810,817C,"Bromby Street between Arnold Street and St Kilda Road, approximately 41m NE of Royce Hotel, 375-385 St Kilda Road, MELBOURNE VIC 3004",-37.8347536,144.975521,"-37.8347536, 144.975521"
MPM1805814,,Yes,1805814,480C,Princes Park,-37.7879661,144.962775,"-37.7879661, 144.962775"
MPM1805815,,Yes,1805815,487C,"Royal Parade between Ievers Street and Park Street, approximately 50m East of 537 Royal Parade, PARKVILLE VIC 3052",-37.7796331,144.9602487,"-37.7796331, 144.9602487"
MPM1805818,,Yes,1805818,478D,"Cemetery Road West between Royal Parade and College Crescent, approximately 68m NE of University College, 40 College Crescent, PARKVILLE VIC 3052",-37.7914686,144.9603865,"-37.7914686, 144.9603865"
MPM1805823,,Yes,1805823,487E,"Royal Parade between Ievers Street and Park Street, approximately 50m East of Deloraine Terrace, 501 Royal Parade, PARKVILLE VIC 3052",-37.7809838,144.9600812,"-37.7809838, 144.9600812"
MPM1805826,,Yes,1805826,489C,"Royal Parade between Leonard Street and Walker Street, approximately 68m SE of Victorian Doctors' Health Program Limited, Part Ground AMA House, 293 Royal Parade, PARKVILLE VIC 3052",-37.787161,144.9593151,"-37.787161, 144.9593151"
MPM1805828,,Yes,1805828,875C,"Clarendon Street between Hotham Street and Gipps Street, approximately 72m North of Holy Trinity Anglican Church, 72-80 Clarendon Street, EAST MELBOURNE VIC 3002",-37.8134675,144.9828904,"-37.8134675, 144.9828904"
MPM1805830,,Yes,1805830,873B,"Clarendon Street between Grey Street and Albert Street, approximately 48m NW of Epworth Freemasons Hospital, 166 Clarendon Street, EAST MELBOURNE VIC 3002",-37.8109651,144.9833095,"-37.8109651, 144.9833095"
MPM1805831,,Yes,1805831,852C,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 38m NW of Unit 19-20, 201 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8162594,144.9779571,"-37.8162594, 144.9779571"
MPM1805834,,Yes,1805834,853A,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 2m NE of Treasury Square Site, 295-357 Wellington Parade South, MELBOURNE VIC 3004",-37.8159871,144.9747748,"-37.8159871, 144.9747748"
MPM1805836,,Yes,1805836,201D,"Elizabeth Street between Queensberry Street and Pelham Street, approximately 19m North of Melbourne City Toyota, 615 Elizabeth Street, MELBOURNE VIC 3000",-37.8034422,144.957933,"-37.8034422, 144.957933"
MPM1805841,,Yes,1805841,860E,"St Andrews Place between Lansdowne Street and MacArthur Street, approximately 33m East of Wilson Parking, Carpark 32 St Andrews Place, EAST MELBOURNE VIC 3002",-37.8118882,144.9763885,"-37.8118882, 144.9763885"
MPM1805842,,Yes,1805842,860F,"St Andrews Place between Lansdowne Street and MacArthur Street, approximately 53m West of Part Ground & Pt Lvl 4, 10 St Andrews Place, EAST MELBOURNE VIC 3002",-37.8120819,144.976681,"-37.8120819, 144.976681"
MPM1805856,,Yes,1805856,832A,"Alexandra Avenue between Swan Street Bridge and Anderson Street, approximately 47m NE of Plant Craft Cottage, Royal Botanic Gardens Victoria, 1A Alexandra Avenue, MELBOURNE VIC 3004",-37.8269292,144.979791,"-37.8269292, 144.979791"
MPM1805857,,Yes,1805857,773C,St Kilda Road between Dorcas Street and Domain Road,-37.8313647,144.971725,"-37.8313647, 144.971725"
MPM1805858,,Yes,1805858,832B,"Alexandra Avenue between Swan Street Bridge and Anderson Street, approximately 72m NE of Plant Craft Cottage, Royal Botanic Gardens Victoria, 1A Alexandra Avenue, MELBOURNE VIC 3004",-37.8269482,144.980142,"-37.8269482, 144.980142"
MPM1805864,,Yes,1805864,898A,"Victoria Parade between Nicholson Street and Gisborne Street, approximately 15m West of Wilson Parking, Carpark 68-90 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8083042,144.9741296,"-37.8083042, 144.9741296"
MPM1805866,,Yes,1805866,493A,"Intersection of Morrah Street and Royal Parade, approximately 51m NW of The University of Melbourne, Western Edge Biosciences Building 125, University of Melbourne, 107 Tin Alley, PARKVILLE VIC 3010",-37.795889,144.9582717,"-37.795889, 144.9582717"
MPM1805874,,Yes,1805874,230C,"Dudley Street between Adderley Street and Spencer Street, approximately 8m SW of 220 Dudley Street, WEST MELBOURNE VIC 3003",-37.8106116,144.9484102,"-37.8106116, 144.9484102"
MPM1805877,,Yes,1805877,230D,"Dudley Street between Adderley Street and Spencer Street, approximately 17m West of 441 Spencer Street, WEST MELBOURNE VIC 3003",-37.8103541,144.9497336,"-37.8103541, 144.9497336"
MPM1805884,,Yes,1805884,301D,"Howard Street between Victoria Street and Queensberry Street, approximately 4m SE of 131 Howard Street, NORTH MELBOURNE VIC 3051",-37.8040353,144.9538292,"-37.8040353, 144.9538292"
MPM1805885,,Yes,1805885,208A,"Leveson Street between Victoria Street and Queensberry Street, approximately 14m North of 47-59 Leveson Street, NORTH MELBOURNE VIC 3051",-37.8036674,144.9508843,"-37.8036674, 144.9508843"
MPM1805886,,Yes,1805886,208D,"Leveson Street between Victoria Street and Queensberry Street, approximately 9m South of Mancuso And Co Salon, 2 Leveson Street, NORTH MELBOURNE VIC 3051",-37.8048327,144.9509562,"-37.8048327, 144.9509562"
MPM1805888,,Yes,1805888,327D,"Capel Street between Victoria Street and Queensberry Street, approximately 19m North of 162 Capel Street, NORTH MELBOURNE VIC 3051",-37.8040889,144.9556031,"-37.8040889, 144.9556031"
MPM1805890,,Yes,1805890,328D,"Chetwynd Street between Victoria Street and Queensberry Street, approximately 9m SW of 118 Chetwynd Street, NORTH MELBOURNE VIC 3051",-37.8050064,144.9524316,"-37.8050064, 144.9524316"
MPM1805894,,Yes,1805894,319D,"Cardigan Street between Victoria Street and Queensberry Street, approximately 4m East of 71 Cardigan Street, CARLTON VIC 3053",-37.8051761,144.964525,"-37.8051761, 144.964525"
MPM1805897,,Yes,1805897,215E,"Errol Street between Victoria Street and Queensberry Street, approximately 5m NW of North Melbourne Supa IGA, Ground 26 Errol Street, NORTH MELBOURNE VIC 3051",-37.8044718,144.9494924,"-37.8044718, 144.9494924"
MPM1805899,,Yes,1805899,327C,"Capel Street between Victoria Street and Queensberry Street, approximately 7m South of Safe Steps Family Violence Response Centre Inc, Ground 117-131 Capel Street, NORTH MELBOURNE VIC 3051",-37.8051792,144.9551296,"-37.8051792, 144.9551296"
MPM1805901,,Yes,1805901,491D,"Royal Parade between Gatehouse Street and MacArthur Road, approximately 52m East of Mar Thoma Syrian Church Australia Inc, Mar Thoma Syrian Church Australia, 149 Royal Parade, PARKVILLE VIC 3052",-37.7915314,144.9587845,"-37.7915314, 144.9587845"
MPM1805902,,Yes,1805902,491C,"Royal Parade between Gatehouse Street and MacArthur Road, approximately 9m East of Parkville Tennis Club, 151-153 Royal Parade, PARKVILLE VIC 3052",-37.7910902,144.9583713,"-37.7910902, 144.9583713"
MPM1805903,,Yes,1805903,331C,"Villiers Street between Flemington Road and Courtney Street, approximately 10m SW of Unit 1, Ground 55 Villiers Street, NORTH MELBOURNE VIC 3051",-37.7991478,144.953344,"-37.7991478, 144.953344"
MPM1805904,,Yes,1805904,331F,"Villiers Street between Flemington Road and Courtney Street, approximately 26m NW of Melbourne Mothers Obstetrics And Gynaecology, 69 Flemington Road, NORTH MELBOURNE VIC 3051",-37.7991383,144.9537585,"-37.7991383, 144.9537585"
MPM1805908,,Yes,1805908,332D,"Harcourt Street between Courtney Street and Flemington Road, approximately 16m NE of 68 Harcourt Street, NORTH MELBOURNE VIC 3051",-37.7987906,144.9520713,"-37.7987906, 144.9520713"
MPM1805909,,Yes,1805909,329D,"Wreckyn Street between Flemington Road and Courtney Street, approximately 11m SW of Unilodge Royal Melbourne, Part 15-27 Wreckyn Street, NORTH MELBOURNE VIC 3051",-37.8005631,144.9536777,"-37.8005631, 144.9536777"
MPM1805912,,Yes,1805912,201A,"Elizabeth Street between Queensberry Street and Pelham Street, approximately 11m SE of Part Ground 655 Elizabeth Street, MELBOURNE VIC 3000",-37.8026564,144.9575218,"-37.8026564, 144.9575218"
MPM1843074,Yes,Yes,1843074,533B,"Elizabeth Street between Lonsdale Street and Little Lonsdale Street, approximately 4m East of KT Mart, Ground 287-289 Elizabeth Street, MELBOURNE VIC 3000",-37.8118499,144.9619296,"-37.8118499, 144.9619296"
MPM1843075,Yes,Yes,1843075,749A,"Clarendon Street between Whiteman Street and Haig Street, approximately 4m East of 56-58 Clarendon Street, SOUTHBANK VIC 3006",-37.8263098,144.9573436,"-37.8263098, 144.9573436"
MPM1843077,Yes,Yes,1843077,526A,"Swanston Street between Little La Trobe Street and A'Beckett Street, approximately 5m East of Royal Melbourne Institute Of Technology, RMIT Building 37, 411-423 Swanston Street, MELBOURNE VIC 3000",-37.8087751,144.9633196,"-37.8087751, 144.9633196"
MPM1843079,Yes,Yes,1843079,509B,"Exhibition Street between Collins Street and Little Collins Street, approximately 4m NE of Anna Thomas Boutique, 83 Exhibition Street, MELBOURNE VIC 3000",-37.8137291,144.9711836,"-37.8137291, 144.9711836"
MPM1851924,Yes,Yes,1851924,210A,"Lygon Street between Faraday Street and Elgin Street, approximately 7m SW of Idyl, 388 Lygon Street, CARLTON VIC 3053",-37.7978657,144.967548,"-37.7978657, 144.967548"
MPM1851925,Yes,Yes,1851925,491B,"Royal Parade between Gatehouse Street and MacArthur Road, approximately 51m East of 155 Royal Parade, PARKVILLE VIC 3052",-37.7907875,144.9588752,"-37.7907875, 144.9588752"
MPM1851926,Yes,Yes,1851926,492B,"Royal Parade between Bayles Street and Morrah Street, approximately 43m South of Trinity College, 100 Royal Parade, PARKVILLE VIC 3052",-37.7951574,144.9583655,"-37.7951574, 144.9583655"
MPM1851930,Yes,Yes,1851930,873C,"Clarendon Street between Grey Street and Albert Street, approximately 32m NW of Epworth Freemasons Hospital, 166 Clarendon Street, EAST MELBOURNE VIC 3002",-37.811171,144.9832758,"-37.811171, 144.9832758"
MPM1851932,Yes,Yes,1851932,877B,"Clarendon Street between Wellington Parade and George Street, approximately 89m SW of Hepburn Terrace, 209 George Street, EAST MELBOURNE VIC 3002",-37.8154906,144.9825417,"-37.8154906, 144.9825417"
MPM1851935,Yes,Yes,1851935,869A,"Albert Street between Lansdowne Street and Eades Street, approximately 5m SW of Shop 1, Ground 366 Albert Street, EAST MELBOURNE VIC 3002",-37.8098141,144.9790071,"-37.8098141, 144.9790071"
MPM1851939,Yes,Yes,1851939,108B,Park Street between Oak Street and West Coburg Tramway,-37.7766131,144.9472863,"-37.7766131, 144.9472863"
MPM1851940,Yes,Yes,1851940,109A,Park Street between West Coburg Tramway and Royal Parade,-37.7771264,144.9516542,"-37.7771264, 144.9516542"
MPM1851941,Yes,Yes,1851941,110B,"Park Street between West Coburg Tramway and Royal Parade, approximately 53m NW of Royal Park Lodge, 369 The Avenue, PARKVILLE VIC 3052",-37.7780058,144.9589011,"-37.7780058, 144.9589011"
MPM1851942,Yes,Yes,1851942,190B,"O'Connell Street between Queensberry Street and Peel Street, approximately 37m East of Unit 2, 198 Peel Street, NORTH MELBOURNE VIC 3051",-37.8029667,144.9571023,"-37.8029667, 144.9571023"
MPM1851945,Yes,Yes,1851945,807B,St Kilda Road between Domain Road and Bromby Street,-37.8342893,144.9745635,"-37.8342893, 144.9745635"
MPM1851948,Yes,Yes,1851948,220C,"Queensberry Street between Elizabeth Street and O'Connell Street, approximately 25m West of Sushi Izu Advanced Fresh Concepts, Shop 1, 635 Elizabeth Street, MELBOURNE VIC 3000",-37.8038491,144.957726,"-37.8038491, 144.957726"
MPM1860387,Yes,Yes,1860387,600A,"Flinders Street between Spring Street and Exhibition Street, approximately 22m East of Elchi, 68 Flinders Street, MELBOURNE VIC 3000",-37.8157459,144.9728909,"-37.8157459, 144.9728909"
MPM1860389,Yes,Yes,1860389,611B,"Flinders Lane between Swanston Street and Elizabeth Street, approximately 2m NW of Dukes Coffee Roasters, Part Ground 247-251 Flinders Lane, MELBOURNE VIC 3000",-37.8167776,144.9660608,"-37.8167776, 144.9660608"
