Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1860390,Yes,Yes,1860390,609A,"Flinders Lane between Exhibition Street and Russell Street, approximately 3m North of Tessuti Fabrics, Ground 141-143 Flinders Lane, MELBOURNE VIC 3000",-37.8156624,144.9698552,"-37.8156624, 144.9698552"
MPM1860391,Yes,Yes,1860391,636B,"Bourke Street between Russell Street and Swanston Street, approximately 9m NW of Mountfords, 205-207 Bourke Street, MELBOURNE VIC 3000",-37.8130913,144.9673605,"-37.8130913, 144.9673605"
MPM1860400,Yes,Yes,1860400,618B,"Collins Street between Exhibition Street and Russell Street, approximately 6m NW of Franck Muller, Shop 2, 119 Collins Street, MELBOURNE VIC 3000",-37.8146306,144.9698243,"-37.8146306, 144.9698243"
MPM1860401,Yes,Yes,1860401,609B,"Flinders Lane between Exhibition Street and Russell Street, approximately 10m East of Sushi Land, Shop 5F, 84 Flinders Lane, MELBOURNE VIC 3000",-37.8151139,144.9714898,"-37.8151139, 144.9714898"
MPM1860403,Yes,Yes,1860403,644B,"Little Bourke Street between Russell Street and Swanston Street, approximately 3m North of Dessert Story, 195 Little Bourke Street, MELBOURNE VIC 3000",-37.8121175,144.9667647,"-37.8121175, 144.9667647"
MPM1860405,Yes,Yes,1860405,628B,"Little Collins Street between Russell Street and Swanston Street, approximately 3m NW of Fred Perry, 187 Little Collins Street, MELBOURNE VIC 3000",-37.8140141,144.9678727,"-37.8140141, 144.9678727"
MPM1860406,Yes,Yes,1860406,627B,"Little Collins Street between Exhibition Street and Russell Street, approximately 11m NW of Barra, 89 Little Collins Street, MELBOURNE VIC 3000",-37.8131515,144.970565,"-37.8131515, 144.970565"
MPM1860409,Yes,Yes,1860409,684A,"Queen Victoria Market, approximately 20m South of 172B Franklin Street, MELBOURNE VIC 3000",-37.8093151,144.9567884,"-37.8093151, 144.9567884"
MPM1868999,Yes,Yes,1868999,653B,"Lonsdale Street between Swanston Street and Elizabeth Street, approximately 16m North of Boost Juice, Shop 323A, Level 3, 287 Lonsdale Street, MELBOURNE VIC 3000",-37.8120837,144.9633511,"-37.8120837, 144.9633511"
MPM1869003,Yes,Yes,1869003,662B,"Little Lonsdale Street between Elizabeth Street and Queen Street, approximately 6m SW of Brady Sales Pty Ltd, 290 Little Lonsdale Street, MELBOURNE VIC 3000",-37.8115592,144.9608338,"-37.8115592, 144.9608338"
MPM1869005,Yes,Yes,1869005,532B,"Elizabeth Street between Little Bourke Street and Lonsdale Street, approximately 12m NW of Asics, Shop 2 & 4 Ground, 240 Elizabeth Street, MELBOURNE VIC 3000",-37.812711,144.9625775,"-37.812711, 144.9625775"
MPM1869006,Yes,Yes,1869006,515B,"Exhibition Street between La Trobe Street and Victoria Street, approximately 3m NE of Shop 2, Ground 333 Exhibition Street, MELBOURNE VIC 3000",-37.8077048,144.9684174,"-37.8077048, 144.9684174"
MPM1869007,Yes,Yes,1869007,580A,"Godfrey Street between Bourke Street and Little Collins Street, approximately 30m SE of Miss Mi, 25 Godfrey Street, MELBOURNE VIC 3000",-37.8175641,144.9541088,"-37.8175641, 144.9541088"
MPM1869008,Yes,Yes,1869008,555B,"William Street between Flinders Lane and Collins Street, approximately 41m SW of Carpark 447 Collins Street, MELBOURNE VIC 3000",-37.8179782,144.9594071,"-37.8179782, 144.9594071"
MPM1869011,Yes,Yes,1869011,648C,"Little Bourke Street between William Street and King Street, approximately 11m South of Scugnizzo Ristorante, Ground 558 Little Bourke Street, MELBOURNE VIC 3000",-37.8152682,144.9559474,"-37.8152682, 144.9559474"
MPM1885771,Yes,Yes,1885771,665C,"Little Lonsdale Street between King Street and Spencer Street, approximately 14m NE of Kono Karaoke Pty Ltd, 30 Merriman Lane, MELBOURNE VIC 3000",-37.8136976,144.953641,"-37.8136976, 144.953641"
MPM1885772,Yes,Yes,1885772,588B,"Spencer Street between Batman Street and Dudley Street, approximately 13m SE of 419-421 Spencer Street, WEST MELBOURNE VIC 3003",-37.8107809,144.9501852,"-37.8107809, 144.9501852"
MPM1885773,Yes,Yes,1885773,585B,"Spencer Street between Lonsdale Street and Little Lonsdale Street, approximately 7m NW of 270 Spencer Street, MELBOURNE VIC 3000",-37.8143002,144.9521091,"-37.8143002, 144.9521091"
MPM1885774,Yes,Yes,1885774,585A,"Spencer Street between La Trobe Street and Little Lonsdale Street, approximately 12m NW of Shop 1, 288 Spencer Street, MELBOURNE VIC 3000",-37.8137486,144.9518561,"-37.8137486, 144.9518561"
MPM1885775,Yes,Yes,1885775,677A,"A'Beckett Street between Swanston Street and Elizabeth Street, approximately 8m NE of 85 A'Beckett Street, MELBOURNE VIC 3000",-37.8092068,144.9612765,"-37.8092068, 144.9612765"
MPM1891104,Yes,Yes,1891104,758C,"Sturt Street between Southbank Boulevard and Grant Street, approximately 36m SW of Betwixt Cafe & Bar, Part Building 877, 45 Sturt Street, SOUTHBANK VIC 3006",-37.8248862,144.9668152,"-37.8248862, 144.9668152"
MPM1891105,Yes,Yes,1891105,760C,"Sturt Street between Miles Street and Coventry Street, approximately 27m North of Sturt Street Reserve, 276-280 Sturt Street, SOUTHBANK VIC 3006",-37.8297197,144.9653332,"-37.8297197, 144.9653332"
MPM1891110,Yes,Yes,1891110,756C,"Moore Street between Southbank Boulevard and Southern Link Road, approximately 48m West of Melbourne Symphony Orchestra, Iwaki Auditorium, 120-130 Southbank Boulevard, SOUTHBANK VIC 3006",-37.8237246,144.9660154,"-37.8237246, 144.9660154"
MPM1891111,Yes,Yes,1891111,756D,"Moore Street between Southbank Boulevard and Southern Link Road, approximately 18m SE of Donor Tissue Bank of Victoria, 58 Moore Street, SOUTHBANK VIC 3006",-37.8251872,144.9655764,"-37.8251872, 144.9655764"
MPM1891112,Yes,Yes,1891112,714A,"Catherine Street between Moray Street and Clarke Street, approximately 26m North of Part Ground 51-65 Clarke Street, SOUTHBANK VIC 3006",-37.8271321,144.9595721,"-37.8271321, 144.9595721"
MPM1891114,Yes,Yes,1891114,685B,"Therry Street between Victoria Street and Elizabeth Street, approximately 2m North of Galaxy Ktv & Bar, 45 Therry Street, MELBOURNE VIC 3000",-37.806976,144.9606257,"-37.806976, 144.9606257"
MPM1891118,Yes,Yes,1891118,794B,"Hancock Street between Clarke Street and Clarendon Street, approximately 17m NE of Carpark 33 Hancock Street, SOUTHBANK VIC 3006",-37.8277633,144.9592598,"-37.8277633, 144.9592598"
MPM1891124,Yes,Yes,1891124,778C,"Balston Street between City Road and Kavanagh Street, approximately 52m SE of Ground 205 City Road, SOUTHBANK VIC 3006",-37.8255007,144.9616519,"-37.8255007, 144.9616519"
MPM1891613,Yes,Yes,1891613,206A,"The Avenue between Leonard Street and MacArthur Road, approximately 28m SW of Clunies Ross Reserve, 8 The Avenue, PARKVILLE VIC 3052",-37.7888682,144.9571547,"-37.7888682, 144.9571547"
MPM1891617,Yes,Yes,1891617,ZOO6,Royal Park,-37.7863271,144.9525185,"-37.7863271, 144.9525185"
MPM1891622,Yes,Yes,1891622,819D,"Domain Road between St Kilda Road and Dallas Brooks Drive, approximately 93m East of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, MELBOURNE VIC 3004",-37.8330532,144.974672,"-37.8330532, 144.974672"
MPM1891623,Yes,Yes,1891623,822F,"Kings Domain South, approximately 75m NW of CitiPower Pty Ltd, Substation 20, 180 Domain Road, MELBOURNE VIC 3004",-37.8334815,144.9819875,"-37.8334815, 144.9819875"
MPM1891629,Yes,Yes,1891629,311C,"Queensberry Street between Drummond Street and Lygon Street, approximately 11m West of 68 Queensberry Street, CARLTON VIC 3053",-37.8048348,144.9667033,"-37.8048348, 144.9667033"
MPM1891630,Yes,Yes,1891630,167C,"Pelham Street between Drummond Street and Lygon Street, approximately 2m North of Option-O Brew Lab, 67 Pelham Street, CARLTON VIC 3053",-37.8029919,144.9671122,"-37.8029919, 144.9671122"
MPM1891634,Yes,Yes,1891634,293C,"Pelham Street between Rathdowne Street and Drummond Street, approximately 33m NW of Carpark Basement 15-31 Pelham Street, CARLTON VIC 3053",-37.8029229,144.9684861,"-37.8029229, 144.9684861"
MPM1891636,Yes,Yes,1891636,297C,"Cardigan Street between Queensberry Street and Argyle Place South, approximately 4m NE of 109 Cardigan Street, CARLTON VIC 3053",-37.8040903,144.964709,"-37.8040903, 144.964709"
MPM1891638,Yes,Yes,1891638,357B,"Argyle Place North between Lygon Street and Cardigan Street, approximately 28m South of Case Management Services Pty Ltd, 26 Argyle Place North, CARLTON VIC 3053",-37.8021001,144.9656556,"-37.8021001, 144.9656556"
MPM1891659,Yes,Yes,1891659,323B,"Pelham Street between Berkeley Street and Elizabeth Street, approximately 11m West of 233 Pelham Street, MELBOURNE VIC 3000",-37.802006,144.9581138,"-37.802006, 144.9581138"
MPM1891662,Yes,Yes,1891662,310A,"Queensberry Street between Bouverie Street and Leicester Street, approximately 11m East of 233-251 Queensberry Street, CARLTON VIC 3053",-37.8044183,144.9608776,"-37.8044183, 144.9608776"
MPM1891666,Yes,Yes,1891666,303B,"Faraday Street between Cardigan Street and Swanston Street, approximately 17m East of VCS Foundation Ltd, Part Ground 265 Faraday Street, CARLTON VIC 3053",-37.7985548,144.9651129,"-37.7985548, 144.9651129"
MPM1891668,Yes,Yes,1891668,201B,"Elizabeth Street between Queensberry Street and Pelham Street, approximately 11m NW of Launch Housing Limited, Office 1, Ground 660 Elizabeth Street, MELBOURNE VIC 3000",-37.8029373,144.9582593,"-37.8029373, 144.9582593"
MPM1891670,Yes,Yes,1891670,174C,"MacArthur Place South between Canning Street and Rathdowne Street, approximately 18m North of 37-39 MacArthur Place South, CARLTON VIC 3053",-37.7984641,144.9714939,"-37.7984641, 144.9714939"
MPM1891678,Yes,Yes,1891678,313B,"Queensberry Street between Rathdowne Street and Drummond Street, approximately 4m SW of Ground 28 Queensberry Street, CARLTON VIC 3053",-37.805008,144.9682601,"-37.805008, 144.9682601"
MPM1891679,Yes,Yes,1891679,342B,"Queensberry Street between Cardigan Street and Swanston Street, approximately 9m East of Kagetsu, 151 Queensberry Street, CARLTON VIC 3053",-37.8047554,144.9639338,"-37.8047554, 144.9639338"
MPM1891680,Yes,Yes,1891680,342A,"Queensberry Street between Cardigan Street and Swanston Street, approximately 3m SW of Melbourne Chinese Church Of Christ, Chinese Church Of Christ, 148-150 Queensberry Street, CARLTON VIC 3053",-37.8045375,144.9639762,"-37.8045375, 144.9639762"
MPM1891688,Yes,Yes,1891688,360A,"Swanston Street between Victoria Street and Queensberry Street, approximately 28m West of Essential Media Communications Pty Ltd, Unit 3-4, 458 Swanston Street, CARLTON VIC 3053",-37.8061388,144.9628396,"-37.8061388, 144.9628396"
MPM1891689,Yes,Yes,1891689,223A,"Lygon Street between Victoria Street and Queensberry Street, approximately 6m South of Royal Melbourne Institute Of Technology, 53-59 Lygon Street, CARLTON VIC 3053",-37.8056929,144.9659384,"-37.8056929, 144.9659384"
MPM1891693,Yes,Yes,1891693,191A,"Queensberry Street between Lygon Street and Cardigan Street, approximately 3m South of Captain Style, 104 Queensberry Street, CARLTON VIC 3053",-37.8047115,144.9655418,"-37.8047115, 144.9655418"
MPM1891697,Yes,Yes,1891697,293A,"Pelham Street between Rathdowne Street and Drummond Street, approximately 6m NW of Carpark Basement 15-31 Pelham Street, CARLTON VIC 3053",-37.8031545,144.9686101,"-37.8031545, 144.9686101"
MPM1891698,Yes,Yes,1891698,349B,"Lygon Street between Grattan Street and Faraday Street, approximately 6m SE of Phoenix Live, 223 Lygon Street, CARLTON VIC 3053",-37.8001601,144.9669189,"-37.8001601, 144.9669189"
MPM1891702,Yes,Yes,1891702,367A,"Lygon Street between Argyle Place North and Grattan Street, approximately 8m NW of Biryani Maama, 242-244 Lygon Street, CARLTON VIC 3053",-37.8014403,144.9669251,"-37.8014403, 144.9669251"
MPM1891703,Yes,Yes,1891703,357A,"Argyle Place North between Lygon Street and Cardigan Street, approximately 28m South of 10 Argyle Place North, CARLTON VIC 3053",-37.8021583,144.966192,"-37.8021583, 144.966192"
MPM1891705,Yes,Yes,1891705,167A,"Pelham Street between Drummond Street and Lygon Street, approximately 12m East of 57 Pelham Street, CARLTON VIC 3053",-37.8030326,144.9675203,"-37.8030326, 144.9675203"
MPM1891708,Yes,Yes,1891708,161D,Nicholson Street between Victoria Street and Carlton Street,-37.8068652,144.9732328,"-37.8068652, 144.9732328"
MPM1895389,Yes,Yes,1895389,ZOO12,Royal Park,-37.7840342,144.9552017,"-37.7840342, 144.9552017"
MPM1895390,Yes,Yes,1895390,ZOO9,Royal Park,-37.78505,144.9543851,"-37.78505, 144.9543851"
MPM1898586,Yes,Yes,1898586,886B,"Grey Street between Powlett Street and Clarendon Street, approximately 11m NW of St Vincent's Private Hospitals Ltd, St Vincent's Private Hospital, 141 Grey Street, EAST MELBOURNE VIC 3002",-37.8118387,144.9846009,"-37.8118387, 144.9846009"
MPM1898588,Yes,Yes,1898588,869D,"Albert Street between Lansdowne Street and Eades Street, approximately 18m West of 314-320 Albert Street, EAST MELBOURNE VIC 3002",-37.8099357,144.9802391,"-37.8099357, 144.9802391"
MPM1898589,Yes,Yes,1898589,879C,"Albert Street between Simpson Street and Powlett Street, approximately 30m South of 82 Albert Street, EAST MELBOURNE VIC 3002",-37.81104,144.9880932,"-37.81104, 144.9880932"
MPM1898590,Yes,Yes,1898590,878E,"Albert Street between Powlett Street and Clarendon Street, approximately 5m SE of Suite 2, Ground 206 Albert Street, EAST MELBOURNE VIC 3002",-37.8103918,144.9843393,"-37.8103918, 144.9843393"
MPM1898596,Yes,Yes,1898596,893A,"Victoria Parade between Simpson Street and Powlett Street, approximately 14m West of 476 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8097256,144.9872427,"-37.8097256, 144.9872427"
MPM1898599,Yes,Yes,1898599,879E,"Albert Street between Simpson Street and Powlett Street, approximately 4m SW of 130 Albert Street, EAST MELBOURNE VIC 3002",-37.810665,144.9868215,"-37.810665, 144.9868215"
MPM1898600,Yes,Yes,1898600,879F,"Albert Street between Simpson Street and Powlett Street, approximately 10m West of City Edge Serviced Apartments, Flat 1-20, 92 Albert Street, EAST MELBOURNE VIC 3002",-37.8107833,144.9878174,"-37.8107833, 144.9878174"
MPM1898604,Yes,Yes,1898604,381C,"King Street between Walsh Street and Rosslyn Street, approximately 5m NW of Houseshare Melbourne, 356-362 King Street, WEST MELBOURNE VIC 3003",-37.8083188,144.9521546,"-37.8083188, 144.9521546"
MPM1898605,Yes,Yes,1898605,341B,"Chetwynd Street between Rosslyn Street and Stanley Street, approximately 21m SW of Max. I.T. Consulting Services Pty Ltd, Suite A, Ground 44 Chetwynd Street, WEST MELBOURNE VIC 3003",-37.8069833,144.9519139,"-37.8069833, 144.9519139"
MPM1898607,Yes,Yes,1898607,821C,"Dallas Brooks Drive between Domain Road and Birdwood Avenue, approximately 21m South of City of Melbourne, Edmund Herring Pavilion, Kings Domain South, 19 Dallas Brooks Drive, MELBOURNE VIC 3004",-37.8327036,144.9764003,"-37.8327036, 144.9764003"
MPM1898609,Yes,Yes,1898609,174F,"MacArthur Place North between Canning Street and Rathdowne Street, approximately 19m South of 20 MacArthur Place North, CARLTON VIC 3053",-37.7983171,144.9720709,"-37.7983171, 144.9720709"
MPM1898610,Yes,Yes,1898610,ZOO25,"Royal Park, approximately 90m NW of Rail Cafe, Kiosk 5, Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",-37.7817039,144.9504136,"-37.7817039, 144.9504136"
MPM1898613,Yes,Yes,1898613,ZOO20,Royal Park,-37.7821595,144.9528333,"-37.7821595, 144.9528333"
MPM1898615,Yes,Yes,1898615,ZOO18,Royal Park,-37.7824639,144.9537392,"-37.7824639, 144.9537392"
MPM1898617,Yes,Yes,1898617,ZOO1,Royal Park,-37.7871538,144.9502628,"-37.7871538, 144.9502628"
MPM1898618,Yes,Yes,1898618,ZOO2,Royal Park,-37.7874323,144.9505921,"-37.7874323, 144.9505921"
MPM1898621,Yes,Yes,1898621,ZOO8,"Royal Park, approximately 92m East of Meerkat Cafe, Kiosk 3, Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",-37.7849386,144.9542174,"-37.7849386, 144.9542174"
MPM1898623,Yes,Yes,1898623,ZOO14,Royal Park,-37.783793,144.9549289,"-37.783793, 144.9549289"
MPM1898630,Yes,Yes,1898630,379D,"King Street between Stanley Street and Roden Street, approximately 4m East of 557 King Street, WEST MELBOURNE VIC 3003",-37.8068487,144.9502463,"-37.8068487, 144.9502463"
MPM1898631,Yes,Yes,1898631,382B,"Adderley Street between Rosslyn Street and Stanley Street, approximately 28m SW of 142 Adderley Street, WEST MELBOURNE VIC 3003",-37.8099822,144.9469283,"-37.8099822, 144.9469283"
MPM1898633,Yes,Yes,1898633,358A,"Spencer Street between Rosslyn Street and Stanley Street, approximately 7m South of Oscar Academy Australia Pty Ltd, 496-500 Spencer Street, WEST MELBOURNE VIC 3003",-37.8087213,144.9490854,"-37.8087213, 144.9490854"
MPM1898641,Yes,Yes,1898641,880B,"Powlett Street between Albert Street and Victoria Parade, approximately 14m South of Pool & Gym, Lot S-14, Pool & Gym, 201 Powlett Street, EAST MELBOURNE VIC 3002",-37.8103346,144.9860828,"-37.8103346, 144.9860828"
MPM1898643,Yes,Yes,1898643,885C,"Albert Street between Hoddle Street and Simpson Street, approximately 3m NE of Flat 1, Ground 19 Albert Street, EAST MELBOURNE VIC 3002",-37.8112613,144.9902354,"-37.8112613, 144.9902354"
MPM1898644,Yes,Yes,1898644,886C,"Grey Street between Powlett Street and Clarendon Street, approximately 5m SE of Office 114 Grey Street, EAST MELBOURNE VIC 3002",-37.8116181,144.9846878,"-37.8116181, 144.9846878"
MPM1898645,Yes,Yes,1898645,892C,"Victoria Parade between Hoddle Street and Simpson Street, approximately 4m NE of 560 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8100344,144.9901081,"-37.8100344, 144.9901081"
MPM1898650,Yes,Yes,1898650,881C,"Powlett Street between Grey Street and Albert Street, approximately 4m NE of 165-169 Powlett Street, EAST MELBOURNE VIC 3002",-37.8111923,144.985939,"-37.8111923, 144.985939"
MPM1898652,Yes,Yes,1898652,878A,"Albert Street between Powlett Street and Clarendon Street, approximately 9m NW of Albert Heights, 83-91 Albert Street, EAST MELBOURNE VIC 3002",-37.8107251,144.985324,"-37.8107251, 144.985324"
